 status Perkawinan;Kursus;Kehadiran siang/malam;Kualifikasi sebelumnya;Kualifikasi sebelumnya(Nilai);Kualifikasi Ibu;Kualifikasi Ayah;Pekerjaan Ibu;Pekerjaan Ayah ;Nilai Penerimaan ;Pendidikan Khusus;Biaya Kuliah terkini ;Gender;Pemegang beasiswa;Usia saat pendaftaran;Unit kurikulum semester1 (dikreditkan);Unit kurikulum semester1 (Terdaftar);Unit kurikulum semester1 (Evaluasi);Unit kurikulum semester1 (Disetujui );Unit kurikulum semester1 (Kelas);Unit kurikulum semester1 (Tanpa  evaluasi);Unit kurikuler semester2(dikreditkan);Unit kurikuler semester2(Terdaftar);Unit kurikuler semester2(Evaluasi);Unit kurikuler semester2(Disetujui);Curricular units 2nd sem (grade);Unit kurikuler semester2(Tanpa evaluasi);tingkat Pengangguran;Tingkat inflasi;GDP;Target
2;9085;1;1;139.00.00;19;19;192;144;127.01.00;0;1;1;1;23;0;5;6;5;11.08;0;0;5;7;4;13.25;1;10.08;01.04;0,093055556;Graduate
1;9991;0;19;133.01.00;19;37;7;5;155.05.00;0;0;1;0;39;0;5;6;5;10.06;0;0;5;7;5;14.666.666.666.666.600;0;10.08;01.04;0,093055556;Dropout
1;9003;1;1;133.01.00;1;38;9;6;101.00.00;0;1;1;0;21;5;11;16;9;11.09;0;3;9;14;8;12.25;0;15.05;02.08;-4.06;Graduate
1;9119;1;6;120.00.00;35;35;6;6;128.02.00;0;1;1;0;34;4;6;8;4;11.25;0;1;5;8;2;10.05;0;07.06;02.06;00.32;Dropout
2;9991;0;1;100.00.00;19;19;4;4;113.00.00;0;1;1;1;41;0;5;9;4;11.00;0;0;5;6;5;11.04;0;08.09;01.04;03.51;Enrolled
1;9773;1;1;134.00.00;1;38;4;5;122.08.00;0;1;1;0;18;0;6;6;6;12.00;0;0;6;6;6;12.05;0;12.07;03.07;-1.7;Graduate
2;9991;0;1;130.00.00;38;38;9;3;145.06.00;0;1;1;0;34;0;5;10;4;0,510416667;0;0;5;10;4;10.833.333.333.333.300;0;13.09;-0.3;0,054861111;Enrolled
1;9147;1;1;128.00.00;1;1;2;10;116.05.00;0;1;1;0;19;0;5;8;2;10.00;0;0;5;8;1;16.00;0;07.06;02.06;00.32;Dropout
1;9500;1;1;154.00.00;19;19;3;3;142.00.00;0;1;1;0;19;0;8;8;7;13.714.285.714.285.700;0;0;8;8;7;13.714.285.714.285.700;0;12.07;03.07;-1.7;Graduate
1;9003;1;4;150.00.00;1;1;4;6;150.00.00;0;1;1;0;28;0;6;14;6;14.875;0;0;6;12;6;15.08;0;16.02;00.03;-0.92;Graduate
1;9070;1;1;134.00.00;1;1;5;0;133.03.00;0;1;1;0;18;0;6;7;5;10.08;1;0;6;6;0;00.00;0;07.06;02.06;00.32;Dropout
1;9238;1;1;127.00.00;2;2;3;4;115.08.00;0;1;1;0;19;0;6;11;3;12.00;0;0;6;12;2;10.00;0;11.01;00.06;02.02;Dropout
1;9085;1;1;133.01.00;19;38;9;1;100.00.00;0;0;1;0;19;0;6;10;5;12.05;0;0;6;19;2;13.05;0;12.04;00.05;0,096527778;Dropout
1;9500;1;1;130.00.00;1;3;9;2;128.06.00;0;1;0;0;18;0;7;7;7;14.728.571.428.571.400;0;0;8;11;8;16.327.272.727.272.700;0;16.02;00.03;-0.92;Graduate
1;9130;1;1;135.00.00;3;3;2;2;137.01.00;0;1;0;0;18;0;6;8;6;12.00;0;0;6;8;5;14.08;0;12.04;00.05;0,096527778;Graduate
1;9773;1;1;143.00.00;1;3;3;3;149.00.00;0;1;0;0;18;0;6;8;6;11.428.571.428.571.400;0;0;6;7;6;11.00;0;11.01;00.06;02.02;Dropout
1;9238;1;39;150.00.00;3;19;4;9;147.00.00;0;1;0;0;19;3;6;6;6;14.166.666.666.666.600;0;2;6;6;6;13.05;0;12.04;00.05;0,096527778;Graduate
2;9238;1;3;150.00.00;37;37;191;192;150.00.00;0;1;0;0;31;1;6;12;5;12.05;0;0;6;10;5;14.06;0;12.07;03.07;-1.7;Graduate
1;8014;0;1;130.00.00;37;37;9;8;103.05.00;0;1;0;1;33;0;6;6;6;14.166.666.666.666.600;0;0;6;6;6;14.333.333.333.333.300;0;12.07;03.07;-1.7;Graduate
1;9500;1;1;113.00.00;3;1;134;135;107.08.00;0;1;0;1;20;0;7;10;5;14.46;0;0;7;8;6;13.55;0;12.04;00.05;0,096527778;Enrolled
1;9085;1;39;130.00.00;19;1;6;4;130.00.00;0;1;0;0;22;0;6;12;5;12.08;0;0;6;19;2;11.05;0;12.04;00.05;0,096527778;Enrolled
1;9254;1;1;115.00.00;1;19;3;3;109.04.00;0;1;0;0;19;0;6;8;6;12.666.666.666.666.600;0;0;6;8;5;13.04;0;11.01;00.06;02.02;Graduate
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;42;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;40;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;42;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8014;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8014;0;40;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9130;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9130;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9130;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;42;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9003;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9556;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9003;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8014;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;9500;1;40;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;8014;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8014;0;40;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9147;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9119;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9556;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;42;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9500;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9130;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;40;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9003;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;40;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9130;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;8014;0;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9003;1;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8014;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9003;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9556;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;9500;1;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8014;0;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9991;0;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;8014;0;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;42;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9119;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9003;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9130;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9119;1;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9991;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;42;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;9130;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9556;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9119;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;40;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8014;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9119;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9070;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9119;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9003;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9119;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;9003;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;8014;0;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9991;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;171;1;39;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9003;1;42;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9147;1;42;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9670;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9500;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9085;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9773;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9254;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9853;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9238;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
